,Name,Measure,Toxicity,Reference
2975,3-METHYLBUTANAL,LD50,guinea pig Oral 2950 mg/kg,"United Nations Environment Programme: Screening Information Data Sheets on 3-Methylbutanal (590-86-3) Available from, as of January 14, 2009: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
2976,3-METHYLBUTANAL,LD50,mouse inhalation approximately 6.2 mg/L/10 hrs.,"United Nations Environment Programme: Screening Information Data Sheets on 3-Methylbutanal (590-86-3) Available from, as of January 14, 2009: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
2977,3-METHYLBUTANAL,LD50,guinea pigs inhalation approximately 6.2 mg/L/10 hrs.,"United Nations Environment Programme: Screening Information Data Sheets on 3-Methylbutanal (590-86-3) Available from, as of January 14, 2009: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
2978,3-METHYLBUTANAL,LD50,rat Inhalation <16000 ppm/l/4 hrs.,"United Nations Environment Programme: Screening Information Data Sheets on 3-Methylbutanal (590-86-3) Available from, as of January 14, 2009: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
2979,3-METHYLBUTANAL,LD50,Rat Oral >3200 mg/kg,"United Nations Environment Programme: Screening Information Data Sheets on 3-Methylbutanal (590-86-3) Available from, as of January 14, 2009: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
2980,ISOVALERIC ACID,LD50,Rabbit skin 310 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 3529"
2981,ISOVALERIC ACID,LD50,Rabbit skin 3560 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 3529"
2982,ISOVALERIC ACID,LD50,Rat oral <3200 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 3529"
2983,ISOVALERIC ACID,LD50,Rat oral 2000 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 3529"
2984,ISOVALERIC ACID,LD50,Mouse iv 1120 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 3529"
2985,ISOVALERIC ACID,LD50,Mouse iv 1120 + or - 30 mg/kg,"Budavari, S. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Whitehouse Station, NJ: Merck and Co., Inc., 1996., p. 893"
2986,KAOLIN,LD50,Rat dermal >5000 mg/kg bw,"USEPA/Office of Pesticide Programs; Registration Eligibility Document - Kaolin (100104). April 2000 Available from, as of June 5, 2007: https://www.epa.gov/pesticides/biopesticides/ingredients/index.htm"
2987,KAOLIN,LD50,Rat oral >5000 mg/kg bw,"USEPA/Office of Pesticide Programs; Registration Eligibility Document - Kaolin (100104). April 2000 Available from, as of June 5, 2007: https://www.epa.gov/pesticides/biopesticides/ingredients/index.htm"
2988,DICOFOL,LD50,Rat oral 684-809 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A142/Aug 87"
2989,DICOFOL,LD50,Guinea pig oral 1810 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A142/Aug 87"
2990,DICOFOL,LD50,Rabbit oral 1870 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A142/Aug 87"
2991,DICOFOL,LD50,Rabbit percutaneous 2100 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A142/Aug 87"
2992,DICOFOL,LD50,Rat male oral 595 mg/kg,"Montgomery, J.H.; Agrochemicals Desk Reference 2nd ed. Lewis Publishers, Boca Raton, FL 1997, p. 167"
2993,DICOFOL,LD50,"Rabbit dermal 2,000-5,000 mg/kg","USEPA; Reregistration Eligibility Decision (RED) Database for Dicofol (115-32-2). (November 1998). Available from, as of May 4, 2009: https://www.epa.gov/pesticides/reregistration/status.htm"
2994,DICOFOL,LD50,Mouse Dermal >5000 mg/kg,"Meister, R.T., Sine, C; Crop Protection Handbook Volume 95.       Meister Media Worldwide, Willoughby, OH 2009, p. 226"
2995,DICOFOL,LD50,Rat dermal 100 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 473"
2996,DICOFOL,LD50,"Rat intraperitoneal 1,150 mg/kg","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 473"
2997,DICOFOL,LD50,Mouse oral 420 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 473"
2998,DICOFOL,LD50,"Chicken oral 4,365 mg/kg","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 473"
2999,DICOFOL,LD50,"Dog oral >4,000 mg/kg","WHO/FAO; Data Sheets on Pesticides: No. 81 Dicofol (115-32-2) (July 1996). Available from, as of May 26, 2009: https://www.inchem.org/pages/pds.html"
3000,DICOFOL,LD50,Rat inhalation >5 mg/L over 4 hrs,"WHO/FAO; Data Sheets on Pesticides: No. 81 Dicofol (115-32-2) (July 1996). Available from, as of May 26, 2009: https://www.inchem.org/pages/pds.html"
3001,Kerosene,LD50,Rabbit oral 28 g/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2190"
3002,Kerosene,LD50,Rat inhalation >5 g/cu m (4 hr),"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2190"
3003,Kerosene,LD50,Rat oral >5 g/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2190"
3004,Kerosene,LD50,Rat dermal >2000 mg/kg,"American Petroleum Institute Petroleum HPV Testing Group; Kerosene/Jet Fuel Category Assessment p.47 (September 21, 2010)"
3005,Kerosene,LD50,Rat dermal >2000 mg/kg /hydrodesulfurized kerosene/,"American Petroleum Institute Petroleum HPV Testing Group; Kerosene/Jet Fuel Category Assessment p.47 (September 21, 2010)"
3006,Kerosene,LD50,Rabbit iv 180 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2190"
3007,Kerosene,LD50,Rabbit intratracheal 200 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2190"
3008,Kerosene,LD50,Rabbit ip 6600 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2190"
3009,Kerosene,LD50,Guinea pig oral 20 g/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2190"
3010,KETENE,LD50,MOUSE INHALATION 17 PPM/10 MIN,"American Conference of Governmental Industrial Hygienists. Documentation of the Threshold Limit Values and Biological Exposure Indices. 5th ed. Cincinnati, OH: American Conference of Governmental Industrial Hygienists, 1986., p. 341"
3011,LEAD NITRATE,LD50,Rat iv 93 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2217"
3012,LEAD NITRATE,LD50,Mouse ip 74 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2217"
3013,Lead(II) Oxide,LD50,Rat inhalation >5.05 mg/L/4 hr,"European Chemicals Agency (ECHA); Registered Substances, Lead monoxide (CAS Number: 1317-36-8) (EC Number: 215-267-0) (Last updated: March 18, 2016). Available from, as of May 4, 2016: https://echa.europa.eu/"
3014,Lead(II) Oxide,LD50,Rat dermal >2000 mg/kg,"European Chemicals Agency (ECHA); Registered Substances, Lead monoxide (CAS Number: 1317-36-8) (EC Number: 215-267-0) (Last updated: March 18, 2016). Available from, as of May 4, 2016: https://echa.europa.eu/"
3015,Lead(II) Oxide,LD50,Rat oral >2000 mg/kg,"European Chemicals Agency (ECHA); Registered Substances, Lead monoxide (CAS Number: 1317-36-8) (EC Number: 215-267-0) (Last updated: March 18, 2016). Available from, as of May 4, 2016: https://echa.europa.eu/"
3016,LINALYL ACETATE,LD50,"Rat oral 14,550 mg/kg","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2232"
3017,LINALYL ACETATE,LD50,Rat ip 2864 mg/kg (95% C.I. 2414- 3399 mg/kg),Letizia CS et al; Food Chem Toxicol 41 (7): 965-76 (2003)
3018,LINALYL ACETATE,LD50,Rat (female) ip 2984 mg/kg (95% C.I. 2293-3884 mg/kg),Letizia CS et al; Food Chem Toxicol 41 (7): 965-76 (2003)
3019,LINALYL ACETATE,LD50,Rat (male) ip 2778 mg/kg (95% C.I. 2246-3435 mg/kg),Letizia CS et al; Food Chem Toxicol 41 (7): 965-76 (2003)
3020,LINALYL ACETATE,LD50,"Mouse oral 13,360 mg/kg","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2232"
3021,LINALYL ACETATE,LD50,Rabbit dermal > 5000 mg/kg,"USEPA/HPVIS; Detailed Chemical Results on 1,6-Octadien-3-ol, 3,7-dimethyl-, acetate (115-95-7): Acute Toxicity for Mammalian Health Effects SIDS. Available from, as of July 14, 2008: https://www.epa.gov/hpvis/index.html"
3022,LINALOOL,LD50,"Rat oral 2790 mg/kg (2440-3180, 95% CL) /From table/","Organization for Economic Cooperation and Development; Screening Information Data Set for LINALOOL (78-70-6) p.13 (March 2002). Available from, as of July 15, 2008: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
3023,LINALOOL,LD50,Rat dermal 5610 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2232"
3024,LINALOOL,LD50,Rat ip 307 mg/kg /From table/,"Organization for Economic Cooperation and Development; Screening Information Data Set for LINALOOL (78-70-6) p.13 (March 2002). Available from, as of July 15, 2008: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
3025,LINALOOL,LD50,Mouse oral 3000 mg/kg /From table/,"Organization for Economic Cooperation and Development; Screening Information Data Set for LINALOOL (78-70-6) p.13 (March 2002). Available from, as of July 15, 2008: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
3026,LINALOOL,LD50,Mouse ip 340 mg/kg /From table/,"Organization for Economic Cooperation and Development; Screening Information Data Set for LINALOOL (78-70-6) p.13 (March 2002). Available from, as of July 15, 2008: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
3027,LINALOOL,LD50,Mouse sc 1470 mg/kg /From table/,"Organization for Economic Cooperation and Development; Screening Information Data Set for LINALOOL (78-70-6) p.13 (March 2002). Available from, as of July 15, 2008: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
3028,LINALOOL,LD50,Mouse im 8000 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2232"
3029,LINALOOL,LD50,Rabbit dermal 2000 mg/kg /From table/,"Organization for Economic Cooperation and Development; Screening Information Data Set for LINALOOL (78-70-6) p.13 (March 2002). Available from, as of July 15, 2008: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
3030,LINALOOL,LD50,Rabbit (Albino) dermal 5610 mg/kg (95% Cl. 3580-8370 mg/kg),"USEPA/HPVIS; Endpoint Details of Acute Toxicity for Mammalian Health Effects SIDS on 1,6-Octadien-3-ol, 3,7-dimethyl- (78-70-6). Available from, as of July 16, 2008: https://www.epa.gov/hpvis/index.html"
3031,Lindane,LD50,Rat oral 76 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3032,Lindane,LD50,Rat (male) oral 88 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V5 667"
3033,Lindane,LD50,Rat (female) oral 91 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V5 667"
3034,Lindane,LD50,Rat skin 500 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3035,Lindane,LD50,Rat inhalation 1.56 mg/L,"USEPA/Office of Pesticide Programs; Reregistration Eligibility Decision Document - Lindane. p.27 September 25, 2002. Available from, as of December 8, 2016: https://www.epa.gov/pesticides/reregistration/status.htm"
3036,Lindane,LD50,Mouse oral 44 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3037,Lindane,LD50,Mouse ip 125 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3038,Lindane,LD50,Dog oral 40 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3039,Lindane,LD50,Rabbit oral 50 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V5 667"
3040,Lindane,LD50,Rabbit skin 50 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3041,Lindane,LD50,Rabbit (male) skin 1000 mg/kg,"USEPA/Office of Pesticide Programs; Reregistration Eligibility Decision Document - Lindane. p.27 September 25, 2002. Available from, as of December 8, 2016: https://www.epa.gov/pesticides/reregistration/status.htm"
3042,Lindane,LD50,Rabbit (female) skin 900 mg/kg,"USEPA/Office of Pesticide Programs; Reregistration Eligibility Decision Document - Lindane. p.27 September 25, 2002. Available from, as of December 8, 2016: https://www.epa.gov/pesticides/reregistration/status.htm"
3043,Lindane,LD50,Guinea pig oral 127 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3044,Lindane,LD50,Hamster oral 360 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3045,Lindane,LD50,Hamster ip 640 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 365"
3046,ACETYLSALICYLIC ACID,LD50,RABBIT ORAL 1800 MG/KG,"Sunshine, I. (ed.). CRC Handbook of Analytical Toxicology. Cleveland: The Chemical Rubber Co., 1969., p. 3"
3047,ACETYLSALICYLIC ACID,LD50,RABBIT INTRAPERITONEAL 500 MG/KG,"Sunshine, I. (ed.). CRC Handbook of Analytical Toxicology. Cleveland: The Chemical Rubber Co., 1969., p. 3"
3048,ACETYLSALICYLIC ACID,LD50,Rat oral 1500 mg/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and  BEI's with Other World Wide Occupational Exposure Values. CD-ROM Cincinnati, OH 45240-1634  2007."
3049,ACETYLSALICYLIC ACID,LD50,Rat oral 200 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 57"
3050,ACETYLSALICYLIC ACID,LD50,Rat ip 340 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 57"
3051,ACETYLSALICYLIC ACID,LD50,Mouse oral 1100 mg/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and  BEI's with Other World Wide Occupational Exposure Values. CD-ROM Cincinnati, OH 45240-1634  2007."
3052,ACETYLSALICYLIC ACID,LD50,Mouse oral 250 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 57"
3053,ACETYLSALICYLIC ACID,LD50,Mouse ip 280 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 57"
3054,ACETYLSALICYLIC ACID,LD50,Mouse sc 1020 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 57"
3055,ACETYLSALICYLIC ACID,LD50,Dog oral 700 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 57"
3056,MAGNESIUM ARSENATE,LD50,Mouse oral 315 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 273"
3057,ACETYL TRIBUTYL CITRATE,LD50,Rat oral 31.4 g/kg,"Sheftel, V.O.; Indirect Food Additives and Polymers. Migration and Toxicology. Lewis Publishers, Boca Raton, FL. 2000., p. 193"
3058,ACETYL TRIBUTYL CITRATE,LD50,Mouse ip >4 g/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3512"
3059,ACETYL TRIBUTYL CITRATE,LD50,Cat oral >50 mL/kg,"EPA/Office of Pollution Prevention and Toxics; High Production Volume (HPV) Challenge Program's Robust Summaries and Test Plans. Acetyltributyl Citrate. Available from, as of May 28, 2015: https://www.epa.gov/hpv/pubs/hpvrstp.htm"
3060,MAGNESIUM CHLORIDE,LD50,Rat oral 2800 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2078"
3061,MAGNESIUM CHLORIDE,LD50,Mouse intraperitoneal 1338 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2078"
3062,MAGNESIUM CHLORIDE,LD50,Mouse intravenous 14 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2078"
3063,MAGNESIUM HYDROXIDE,LD50,Rat oral 8500 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2080"
3064,MAGNESIUM HYDROXIDE,LD50,Rat intraperitoneal 2780 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2080"
3065,MAGNESIUM PERCHLORATE,LD50,Mouse intraperitoneal 1500 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2602"
3066,Acetyl chloride,LD50,Rat oral 910 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 42"
3067,Acetyl bromide,LD50,Mouse ip 250 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 40"
3068,MAGNESIUM SULFATE,LD50,Mouse subcutaneous 645 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2082"
3069,MAGNESIUM SULFATE,LD50,Rat subcutaneous 1200 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2082"
3070,MALATHION,LD50,Mouse oral 1025 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 865"
3071,MALATHION,LD50,Rat oral 369 mg/kg (65% technical grade),"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 865"
3072,MALATHION,LD50,Rat oral 1156 mg/kg (90% technical grade),"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 865"
3073,MALATHION,LD50,Rat oral 5843 mg/kg (99% undiluted),"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 865"
3074,MALATHION,LD50,Rat dermal >4444 mg/kg (57% emulsifiable concentrate),"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 865"
